Entidad de Residencia,Año Registro,Sexo,Población Niños,Defunciones Niños,Mortalidad Niños,Población Adolescentes,Defunciones Adolescentes,Mortalidad Adolescentes
San Luis Potosí,2005,Mujer,270955,12,9.57,694893,22,8.37
San Luis Potosí,2006,Mujer,268860,10,8.17,694694,40,19.66
San Luis Potosí,2007,Mujer,267035,7,5.8,694671,23,11.81
San Luis Potosí,2008,Mujer,265688,11,14.73,695070,27,10.36
San Luis Potosí,2009,Mujer,264601,8,10.29,694977,34,17.66
San Luis Potosí,2010,Mujer,263426,7,5.67,693734,31,14.9
San Luis Potosí,2011,Mujer,262118,10,11.7,691648,28,13.74
San Luis Potosí,2012,Mujer,260997,3,2.28,689235,9,4.01
San Luis Potosí,2013,Mujer,259971,10,15.08,686461,22,8.88
San Luis Potosí,2014,Mujer,259108,6,4.8,683410,22,10.51
Sinaloa,2000,Mujer,281659,6,5.11,699841,10,3.15
Sinaloa,2001,Mujer,281786,8,11.36,700576,26,12.96
Sinaloa,2002,Mujer,281274,12,9.59,701880,36,17.17
Sinaloa,2003,Mujer,280389,13,9.97,703327,29,10.21
Sinaloa,2004,Mujer,278848,9,7.55,703666,25,11.06
Sinaloa,2005,Mujer,277038,13,13.79,704248,23,9.03
Sinaloa,2006,Mujer,275216,9,11.02,705488,23,9.47
Sinaloa,2007,Mujer,273327,7,8.24,706453,21,10.7
Sinaloa,2008,Mujer,271540,9,7.37,707304,35,17.67
Sinaloa,2009,Mujer,269832,16,16.15,707448,30,12.92
Sinaloa,2010,Mujer,267911,12,12.51,706329,28,12.98
Sinaloa,2011,Mujer,265821,12,16.5,703709,26,12.03
Sinaloa,2012,Mujer,263966,11,8.88,700832,25,9.84
Sinaloa,2013,Mujer,262179,7,8.98,697491,23,9.99
Sinaloa,2014,Mujer,260498,11,12.7,693744,19,6.11
Sonora,2000,Mujer,249398,9,7.84,609492,21,10.03
Sonora,2001,Mujer,250951,16,23.8,614975,36,16.6
Sonora,2002,Mujer,252432,11,13.05,621458,29,15.53
Sonora,2003,Mujer,253826,14,14.98,628078,32,14.04
Sonora,2004,Mujer,255179,12,16.86,634479,22,9.24
Sonora,2005,Mujer,256079,17,17.59,640355,33,14.65
Sonora,2006,Mujer,256765,16,13.42,646189,52,27
Sonora,2007,Mujer,257869,9,7.95,652397,27,12.92
Sonora,2008,Mujer,259154,17,21.47,658420,23,7.31
Sonora,2009,Mujer,260515,13,13.85,664045,25,9.95
Sonora,2010,Mujer,261521,14,14.99,668531,34,13.47
Sonora,2011,Mujer,261716,9,7.62,671578,27,12.47
Sonora,2012,Mujer,262094,9,10.58,674506,19,8.48
Sonora,2013,Mujer,262316,7,8.85,677110,17,7.99
Sonora,2014,Mujer,262422,14,14.08,679428,38,16.26
Tabasco,2000,Mujer,233767,14,17.49,597011,32,14.63
Tabasco,2001,Mujer,232549,13,12.92,596599,35,18.5
Tabasco,2002,Mujer,231366,10,12.48,596160,28,14.9
Tabasco,2003,Mujer,230240,14,17.1,595380,28,13.03
Tabasco,2004,Mujer,229441,10,12.56,594409,34,20.71
Tabasco,2005,Mujer,228672,17,26.34,593076,41,19.96
Tabasco,2006,Mujer,227581,11,10.36,591085,33,18.02
Tabasco,2007,Mujer,226514,9,16.02,588910,25,14.19
Tabasco,2008,Mujer,225526,10,13.9,586748,36,20.13
Tabasco,2009,Mujer,224482,13,19.74,584392,37,19.8
Tabasco,2010,Mujer,223465,10,13.39,582511,32,16.8
Tabasco,2011,Mujer,222368,8,11.2,579518,42,25.64
Tabasco,2012,Mujer,221323,10,10.19,576989,28,15.25
Tabasco,2013,Mujer,220243,13,16.53,574445,35,18.38
Tabasco,2014,Mujer,218950,10,10.06,572098,38,22.99
Tamaulipas,2000,Mujer,295501,18,18.53,737375,38,14.11
Tamaulipas,2001,Mujer,298666,14,18.28,744704,34,12.72
Tamaulipas,2002,Mujer,301308,12,8.34,752188,34,15.62
Tamaulipas,2003,Mujer,303690,10,7.72,759308,32,14.1
Tamaulipas,2004,Mujer,305686,12,14.18,765186,34,12.85
Tamaulipas,2005,Mujer,307378,4,2.93,771142,18,8.81
Tamaulipas,2006,Mujer,309176,12,8.6,778090,34,14.1
Tamaulipas,2007,Mujer,311405,18,17.46,785287,34,11.53
Tamaulipas,2008,Mujer,312966,10,7.34,791454,44,18.51
Tamaulipas,2009,Mujer,313141,10,9.89,795511,26,11.34
Tamaulipas,2010,Mujer,312437,8,8.39,797567,22,8.2
Tamaulipas,2011,Mujer,310891,9,6.41,797797,29,11.33
Tamaulipas,2012,Mujer,309834,13,9.17,798434,33,13.38
Tamaulipas,2013,Mujer,308674,15,11.06,798716,33,11.52
Tamaulipas,2014,Mujer,307396,13,12.15,798726,19,4.84
Tlaxcala,2000,Mujer,121188,8,14.14,299662,24,25.62
Tlaxcala,2001,Mujer,121464,9,28.86,300860,23,23.77
Tlaxcala,2002,Mujer,121811,3,5.36,302787,9,8.04
Tlaxcala,2003,Mujer,122084,9,23.18,304764,25,28.24
Tlaxcala,2004,Mujer,122365,8,13.94,306677,12,10.66
Tlaxcala,2005,Mujer,122376,7,25.15,307972,17,19.2
Tlaxcala,2006,Mujer,122180,4,13.49,309058,10,10.85
Tlaxcala,2007,Mujer,122152,6,11.45,310584,16,15.92
Tlaxcala,2008,Mujer,122238,3,5.32,312180,9,8.96
Tlaxcala,2009,Mujer,122288,5,9,313508,11,11.02
Tlaxcala,2010,Mujer,122331,7,13.09,314591,21,22.64
Tlaxcala,2011,Mujer,122396,5,8.98,315472,15,13.94
Tlaxcala,2012,Mujer,122381,4,7.35,316167,10,8.11
Tlaxcala,2013,Mujer,122321,4,7.36,316687,10,8.1
Tlaxcala,2014,Mujer,122219,5,15.16,317059,13,10.63
Veracruz de Ignacio de la Llave,2000,Mujer,798711,44,15.32,2018271,104,15.11
Veracruz de Ignacio de la Llave,2001,Mujer,788469,30,11.49,2002615,86,13.95
Veracruz de Ignacio de la Llave,2002,Mujer,778591,25,11.32,1992047,85,14.09
Veracruz de Ignacio de la Llave,2003,Mujer,768217,38,13.39,1982777,100,15.39
Veracruz de Ignacio de la Llave,2004,Mujer,757035,33,11.69,1971773,111,17.71
Veracruz de Ignacio de la Llave,2005,Mujer,745456,37,13.25,1959616,111,18.18
Veracruz de Ignacio de la Llave,2006,Mujer,734389,37,14.76,1948385,93,14.05
Veracruz de Ignacio de la Llave,2007,Mujer,724791,42,15.46,1938761,88,12.77
Veracruz de Ignacio de la Llave,2008,Mujer,716883,43,16.31,1929905,95,13.87
Veracruz de Ignacio de la Llave,2009,Mujer,710484,33,13.67,1920174,91,15.26
Veracruz de Ignacio de la Llave,2010,Mujer,705318,39,15.77,1909556,121,19.68
Veracruz de Ignacio de la Llave,2011,Mujer,700551,37,13.03,1896661,107,17.38
Veracruz de Ignacio de la Llave,2012,Mujer,696251,28,11.01,1883115,86,15.4
Veracruz de Ignacio de la Llave,2013,Mujer,692485,25,12.72,1868845,63,10.03
Veracruz de Ignacio de la Llave,2014,Mujer,689463,24,7.76,1854129,106,19.42
Yucatán,2000,Mujer,188022,13,27.58,480476,25,13.73
Yucatán,2001,Mujer,186524,5,14.66,481368,13,8.56
Yucatán,2002,Mujer,185061,7,12.78,482397,19,11.83
Yucatán,2003,Mujer,183699,7,8.13,483067,21,12.34
Yucatán,2004,Mujer,182466,11,13.75,483320,21,11.59
Yucatán,2005,Mujer,181371,12,14.32,482911,16,7.83
Yucatán,2006,Mujer,180523,10,11.91,482065,22,13.35
Yucatán,2007,Mujer,180119,8,9.74,481357,30,20.25
Yucatán,2008,Mujer,180137,9,19.72,480697,39,26.75
Yucatán,2009,Mujer,180525,11,17.58,479955,27,16.4
Yucatán,2010,Mujer,181048,5,9.81,479082,21,15.29
Yucatán,2011,Mujer,181654,10,11.42,477852,20,12.01
Yucatán,2012,Mujer,182488,6,7.4,476912,16,10.85
Yucatán,2013,Mujer,183474,9,10.69,476290,27,19.47
Yucatán,2014,Mujer,184536,6,7.32,475960,18,12.35
Zacatecas,2000,Mujer,162528,8,11.39,414098,18,12.62
Zacatecas,2001,Mujer,160937,9,12.11,410227,21,14.7
Zacatecas,2002,Mujer,159421,6,18.6,407653,26,24
Zacatecas,2003,Mujer,158101,7,14.22,405525,17,11.56
Zacatecas,2004,Mujer,156513,13,27.73,402061,25,17.39
Zacatecas,2005,Mujer,155087,6,13.88,399573,14,9.71
Zacatecas,2006,Mujer,153972,5,12.01,398770,13,9.36
Zacatecas,2007,Mujer,153022,11,21.6,398134,15,8.24
Zacatecas,2008,Mujer,152481,9,13.13,398237,15,11.03
Zacatecas,2009,Mujer,152144,6,14.05,398158,22,17.22
Zacatecas,2010,Mujer,151733,6,8.56,397129,14,9.73
Zacatecas,2011,Mujer,151034,6,9.27,395236,10,5.54
Zacatecas,2012,Mujer,150565,8,12.65,393655,16,11.44
Zacatecas,2013,Mujer,150045,5,12.7,392099,17,13.76
Zacatecas,2014,Mujer,149462,9,13.03,390588,19,13.59
